,feature,feature_spellcheck
13455,junkie,-1
13456,junta,just
13457,jupiter,jupiter
13458,jurasse,cuirasse
13459,jurey,jury
13460,jurisdiction,jurisdiction
13461,jurist,jurist
13462,juru,jury
13463,jury,jury
13464,jus,-1
13465,jusqu,just
13466,justbeckss,-1
13467,juste,just
13468,justgiving,-1
13469,justice,justice
13470,justification,justification
13471,justify,justify
13472,justin,austin
13473,justinbieber,-1
13474,justine,justice
13475,justinian,justinian
13476,justinien,justinian
13477,justkiddingmo,-1
13478,justsaying,justifying
13479,jusuf,just
13480,juvenat,-1
13481,juvenati,-1
13482,juvenile,juvenile
13483,juvenule,juvenile
13484,juvernat,-1
13485,juxtapose,-1
13486,jv,-1
13487,jvcxhrfj,-1
13488,jvhc,john
13489,jvp,-1
13490,jw,-1
13491,jwenn,went
13492,jx,-1
13493,jxdf,-1
13494,jyg,jug
13495,jz,j
13496,jzl,all
13497,k,k
13498,ka,ka
13499,kab,cab
13500,kabajani,-1
13501,kabar,labor
13502,kabardinka,-1
13503,kabbe,abbe
13504,kabezi,jabez
13505,kabira,labia
13506,kabul,-1
13507,kabung,-1
13508,kabwe,-1
13509,kachand,-1
13510,kachchh,-1
13511,kachi,each
13512,kachin,-1
13513,kachipul,-1
13514,kachipur,-1
13515,kadamjai,-1
13516,kadas,-1
13517,kadavers,cadaver
13518,kadet,cadet
13519,kadt,-1
13520,kaduna,kaluga
13521,kaechon,-1
13522,kaemi,-1
13523,kaen,keen
13524,kafou,-1
13525,kagame,-1
13526,kagan,kazan
13527,kaghan,-1
13528,kagjhtafnot,-1
13529,kah,ah
13530,kaha,-1
13531,kahen,-1
13532,kahuna,kaluga
13533,kahuta,kaluga
13534,kai,-1
13535,kailahun,-1
13536,kailolo,-1
13537,kaiser,kaiser
13538,kaisi,-1
13539,kajhu,-1
13540,kajiado,-1
13541,kakheti,-1
13542,kakinada,-1
13543,kakuma,kaluga
13544,kala,-1
13545,kalak,kalaw
13546,kalam,kalaw
13547,kalbas,-1
13548,kale,-1
13549,kalemie,-1
13550,kaliadem,-1
13551,kalima,kaluga
13552,kalimantan,-1
13553,kalimbeza,-1
13554,kalitunsi,-1
13555,kaliurang,-1
13556,kalla,all
13557,kallady,-1
13558,kalmunai,-1
13559,kalonzo,-1
13560,kalpakkam,-1
13561,kaluknali,-1
13562,kalutara,salutary
13563,kam,am
13564,kamaiyas,-1
13565,kamal,-1
13566,kamaladasa,-1
13567,kamaluddeen,-1
13568,kamanyola,-1
13569,kamara,camera
13570,kambar,-1
13571,kambarshada,-1
13572,kamber,-1
13573,kambia,labia
13574,kambios,-1
13575,kambr,-1
13576,kamea,-1
13577,kameng,among
13578,kamenogorsk,-1
13579,kamep,-1
13580,kamil,-1
13581,kamla,mamma
13582,kammuri,kammer
13583,kamp,-1
13584,kampala,-1
13585,kampech,-1
13586,kampong,among
13587,kamre,-1
13588,kamvmo,-1
13589,kan,-1
13590,kanal,canal
13591,kanapeve,-1
13592,kanchanaburi,-1
13593,kandahar,-1
13594,kandal,-1
13595,kandhkot,-1
13596,kandi,and
13597,kandila,manila
13598,kandrori,-1
13599,kandy,-1
13600,kang,king
13601,kangding,-1
13602,kangkung,-1
13603,kangwon,-1
13604,kaniha,-1
13605,kano,-1
13606,kanperen,-1
13607,kanpion,mansion
13608,kansas,kansas
13609,kante,-1
13610,kantiagarh,-1
13611,kanto,santo
13612,kanu,kann
13613,kanwar,kansas
13614,kanyakumari,-1
13615,kap,-1
13616,kapelwa,-1
13617,kapenta,kamenka
13618,kapisa,-1
13619,kapital,capital
13620,kapitol,capitol
13621,kappa,happy
13622,kar,-1
13623,kara,-1
13624,karabulak,-1
13625,karachi,earache
13626,karade,parade
13627,karaganda,karagina
13628,karai,karay
13629,karaib,-1
13630,karak,karay
13631,karakalpakstan,-1
13632,karakoram,-1
13633,karakorum,-1
13634,karamajong,-1
13635,karamoja,-1
13636,karan,karay
13637,karang,-1
13638,karangan,-1
13639,karate,-1
13640,karaval,caravan
13641,karawang,-1
13642,kard,-1
13643,kardia,cardiac
13644,kardie,-1
13645,karen,aren
13646,karenaj,arena
13647,kareung,-1
13648,karez,are
13649,kareze,-1
13650,karezes,-1
13651,kargil,-1
13652,kari,kari
13653,kariba,-1
13654,karim,kari
13655,karimnagar,-1
13656,karimojong,-1
13657,karimov,-1
13658,karin,-1
13659,karishmer,-1
13660,karkadeh,-1
13661,karlaneftali,-1
13662,karma,parma
13663,karmatar,-1
13664,karnal,-1
13665,karo,-1
13666,karoli,-1
13667,karonga,-1
13668,karora,-1
13669,kart,part
13670,kartha,martha
13671,karu,-1
13672,karukh,-1
13673,karuna,kaluga
13674,karunagapally,-1
13675,karurama,-1
13676,karzai,-1
13677,kasara,kaska
13678,kashi,-1
13679,kashimir,kashmir
13680,kashkdaraya,-1
13681,kashmir,kashmir
13682,kashmirand,-1
13683,kashmiri,kashmir
13684,kashmiris,kashmir
13685,kashmore,-1
13686,kashtara,-1
13687,kasipet,-1
13688,kasitu,situ
13689,kasola,kaska
13690,kassala,vassal
13691,kastro,gastro
13692,kasulu,-1
13693,kasuma,kaluga
13694,kat,at
13695,katai,-1
13696,kataipa,-1
13697,katakwi,-1
13698,katanga,-1
13699,katarina,karagina
13700,katchi,-1
13701,kathan,than
13702,katherineee,katherine
13703,kathmandu,-1
13704,kathryntcbspier,-1
13705,katima,-1
13706,katrina,matrena
13707,katrinn,-1
13708,katsande,-1
13709,katulampa,-1
13710,katwe,-1
13711,kauda,kaluga
13712,kavango,-1
13713,kavas,kvas
13714,kawaguchi,-1
13715,kawasaki,-1
13716,kawatuna,-1
13717,kawauchi,-1
13718,kay,-1
13719,kayak,-1
13720,kayanza,-1
13721,kaybellor,-1
13722,kayiman,layman
13723,kayin,-1
13724,kayla,-1
13725,kayu,-1
13726,kazak,kazan
13727,kazakh,kazan
13728,kazakhstan,-1
13729,kazakstan,-1
13730,kaziranga,-1
13731,kazo,-1
13732,kazuya,kaluga
13733,kb,-1
13734,kbi,-1
13735,kbotill,-1
13736,kc,c
13737,kcal,cal
13738,kcb,-1
13739,kch,ch
13740,kcl,all
13741,kcna,-1
13742,kco,co
13743,kdfrantz,-1
13744,kdnm,-1
13745,kdwz,-1
13746,ke,ke
13747,kearsarge,-1
13748,kebbi,-1
13749,kebeles,rebels
13750,kebelles,-1
13751,kecamatan,-1
13752,kech,lech
13753,kedah,-1
13754,kedareswarapet,-1
13755,kedarnath,-1
13756,kedu,-1
13757,keells,-1
13758,keelung,feeling
13759,keen,keen
13760,keenjar,keener
13761,keenly,keenly
13762,keep,keep
13763,keepgoing,keeping
13764,keh,eh
13765,keimi,semi
13766,keita,keith
13767,keithalvey,-1
13768,kek,key
13769,kellyreeves,-1
13770,kelskalu,-1
13771,keltiemorrison,-1
13772,kelud,held
13773,kelumutu,-1
13774,kelut,-1
13775,kembung,-1
13776,kemissie,-1
13777,kenai,-1
13778,kende,-1
13779,kendrapara,-1
13780,kenema,enema
13781,kengen,keen
13782,kenilworth,-1
13783,kenjar,-1
13784,kenn,-1
13785,kennedy,penned
13786,kennel,-1
13787,kenscoff,-1
13788,kenskof,-1
13789,kenskoff,-1
13790,kensnoff,-1
13791,kenthuffman,-1
13792,kenya,-1
13793,kenyan,-1
13794,kenyans,-1
13795,kenyatta,-1
13796,keonz,-1
13797,kephis,-1
13798,ker,her
13799,kerala,herald
13800,keratosis,keratitis
13801,kereli,merely
13802,kericho,-1
13803,kerlange,-1
13804,kerma,derma
13805,kernel,-1
13806,kernizan,-1
13807,kernizantal,-1
13808,kerosene,-1
13809,kerozen,frozen
13810,kerry,merry
13811,kerrymaylouise,-1
13812,kes,yes
13813,kesbanglinmas,-1
13814,keshabpur,-1
13815,kessa,less
13816,kesyon,lesion
13817,ketchup,-1
13818,keti,-1
13819,ketlande,-1
13820,ketsana,-1
13821,kettle,kettle
13822,kettles,kettles
13823,ketttle,kettle
13824,keude,-1
13825,kevinconroy,-1
13826,kewgardensny,-1
13827,kewz,-1
13828,key,key
13829,keya,-1
13830,keyliiv,-1
13831,keynote,denote
13832,keyport,report
13833,keywords,-1
13834,kf,of
13835,kfgcgupreparing,-1
13836,kfor,for
13837,kfs,-1
13838,kg,-1
13839,kgor,-1
13840,kgs,-1
13841,kgyd,-1
13842,kgyl,-1
13843,kgym,-1
13844,kgyv,-1
13845,khabar,thabor
13846,khaber,-1
13847,khad,had
13848,khaema,-1
13849,khaime,shame
13850,khair,-1
13851,khairo,-1
13852,khairpur,-1
13853,khait,that
13854,khakassia,-1
13855,khakrez,-1
13856,khakriz,-1
13857,khalanga,-1
13858,khalid,valid
13859,khalil,shall
13860,khamadoni,-1
13861,khammam,-1
13862,khan,khan
13863,khandan,-1
13864,khanh,khan
13865,khanpur,-1
13866,khao,khan
13867,kharan,-1
13868,kharif,wharf
13869,kharoon,-1
13870,khartoum,-1
13871,khasianum,-1
13872,khaskheil,-1
13873,khaskheili,-1
13874,khaskheli,-1
13875,khatachira,-1
13876,khatami,-1
13877,khatir,-1
13878,khatlon,-1
13879,khatoon,platoon
13880,khattak,-1
13881,khatun,khan
13882,khaw,-1
13883,khazanah,-1
13884,khdara,-1
13885,kheda,head
13886,khel,-1
13887,khiar,-1
13888,khichudi,-1
13889,khilgaon,-1
13890,khim,him
13891,khima,him
13892,khmer,her
13893,khojai,-1
13894,khon,-1
13895,khorak,thorax
13896,khorezm,-1
13897,khorizem,-1
13898,khorog,-1
13899,khos,-1
13900,khosa,those
13901,khost,host
13902,khotang,-1
13903,khtm,htm
13904,khu,ku
13905,khuda,thud
13906,khudara,-1
13907,khulna,ulna
13908,khumri,-1
13909,khunkitti,-1
13910,khuoamamhurricane,-1
13911,khuram,hiram
13912,khuroson,-1
13913,khushkirpalani,-1
13914,khusus,husks
13915,khuzdar,-1
13916,khyber,hyper
13917,ki,i
13918,kiani,-1
13919,kibaale,-1
13920,kibera,liberal
13921,kibondo,-1
13922,kibzai,-1
13923,kick,kick
13924,kickingmyself,-1
13925,kid,kid
13926,kidal,-1
13927,kidnap,kidnap
13928,kidnappers,kidnapped
13929,kidnappings,kidnapping
13930,kidney,kidney
13931,kidneys,kidneys
13932,kidul,kill
13933,kien,-1
13934,kieraoreillly,-1
13935,kiffa,-1
13936,kiffin,coffin
13937,kigali,-1
13938,kigoma,lipoma
13939,kiir,-1
13940,kiisfm,-1
13941,kijye,kite
13942,kikyo,-1
13943,kilimanjaro,-1
13944,kilimo,ilio
13945,kiling,killing
13946,kilinochchi,-1
13947,kill,kill
13948,killer,killer
13949,killers,-1
13950,killi,kill
13951,killinochchi,-1
13952,kilns,kills
13953,kilocalories,-1
13954,kilogramme,-1
13955,kilogrammes,-1
13956,kilograms,-1
13957,kilometer,kilometre
13958,kilometers,kilometre
13959,kilometre,kilometre
13960,kilometres,kilometre
13961,kilos,kills
13962,kilovolt,-1
13963,kilovolts,-1
13964,kilowatt,-1
13965,kilowattohours,-1
13966,kilowatts,-1
13967,kiltirel,-1
13968,kim,him
13969,kin,kin
13970,kinahredjo,-1
13971,kinangop,-1
13972,kind,kind
13973,kinda,kind
13974,kindergarten,-1
13975,kindergartens,-1
13976,kindle,kindle
13977,kindly,kindly
13978,kindness,kindness
13979,kindo,kind
13980,kinds,kinds
13981,kindu,kind
13982,king,king
13983,kingdom,kingdom
13984,kingjames,-1
13985,kingsbury,-1
13986,kingsthings,-1
13987,kingston,winston
13988,kinnaur,-1
13989,kinshasa,-1
13990,kinyangi,-1
13991,kio,-1
13992,kirama,drama
13993,kirancreates,-1
13994,kiremt,direct
13995,kiri,kiril
13996,kiribati,-1
13997,kirishima,-1
13998,kirthar,-1
13999,kirubel,-1
14000,kirundo,-1
14001,kis,-1
14002,kisa,kiss
14003,kisangani,-1
14004,kisano,piano
14005,kise,-1
14006,kisi,kiss
14007,kisim,-1
14008,kiskeya,-1
14009,kismayo,dismay
14010,kiss,kiss
14011,kisumu,-1
14012,kit,kit
14013,kitap,-1
14014,kitchecn,kitchen
14015,kitchen,kitchen
14016,kitchens,kitchens
14017,kitchenware,-1
14018,kite,kite
14019,kitgum,-1
14020,kittehs,kitten
14021,kitten,kitten
14022,kitter,bitter
14023,kitty,kitty
14024,kituo,-1
14025,kitutu,kitty
14026,kivu,-1
14027,kivus,-1
14028,kiya,-1
14029,kiyon,-1
14030,kj,-1
14031,kjcxbmey,-1
14032,kjxj,-1
14033,kk,-1
14034,kkdr,dr
14035,kkoti,knot
14036,kkpa,kept
14037,kkqvpask,-1
14038,kks,-1
14039,kksr,kiss
14040,kkthe,the
14041,kkuscin,-1
14042,kkut,-1
14043,kl,ll
14044,kla,la
14045,klao,klan
14046,klaten,-1
14047,klaus,-1
14048,klaxon,-1
14049,kleankut,-1
14050,klecin,leucin
14051,kleren,-1
14052,klesin,lesion
14053,klima,limb
14054,klms,alms
14055,klorox,-1
14056,klru,-1
14057,kluay,-1
14058,klurw,-1
14059,klxfoe,-1
14060,kly,-1
14061,km,km
14062,kman,man
14063,kmart,smart
14064,kmc,km
14065,kmco,-1
14066,kmea,-1
14067,kmep,keep
14068,kmgj,-1
14069,kmph,-1
14070,kms,-1
14071,kmtwa,-1
14072,kn,-1
14073,kna,-1
14074,knee,knee
14075,knees,knees
14076,knesset,-1
14077,knife,knife
14078,knit,knit
14079,knives,knives
14080,kno,-1
14081,knock,knock
14082,knot,knot
14083,know,know
14084,knowif,-1
14085,knowledge,knowledge
14086,knowledgeable,-1
14087,knowlegde,knowledge
14088,knowwhat,-1
14089,knrdaquin,-1
14090,knshah,shah
14091,knucks,knocks
14092,knuff,snuff
14093,knwledge,knowledge
14094,knwo,know
14095,ko,to
14096,koa,-1
14097,kobanski,-1
14098,kobe,robe
14099,kobo,koko
14100,koch,-1
14101,kochi,-1
14102,kod,god
14103,kof,of
14104,kofi,of
14105,kogori,-1
14106,koh,oh
14107,kohat,that
14108,kohistan,-1
14109,kohsar,-1
14110,koi,-1
14111,koirala,-1
14112,koisha,-1
14113,kok,-1
14114,koketsu,-1
14115,kokhozabad,-1
14116,kokosa,koko
14117,kokoye,-1
14118,kol,vol
14119,kola,kolya
14120,kolas,-1
14121,kole,-1
14122,kolekte,oleate
14123,kolhapur,-1
14124,kolin,olin
14125,kolka,kolya
14126,kolkata,-1
14127,kolkatta,-1
14128,kolkhozobod,-1
14129,kolomba,kolocha
14130,kolyma,kolya
14131,komari,-1
14132,komba,-1
14133,komdok,-1
14134,komen,women
14135,komin,-1
14136,kompas,compass
14137,kompip,kempis
14138,kon,on
14139,kona,-1
14140,konar,honor
14141,kone,-1
14142,kong,long
14143,konggave,-1
14144,kongsak,-1
14145,konkan,conan
14146,konna,donna
14147,konnen,-1
14148,konpros,-1
14149,kons,sons
14150,konso,-1
14151,konstantin,constantine
14152,kont,-1
14153,konte,-1
14154,konw,know
14155,kookat,-1
14156,koor,door
14157,korahe,-1
14158,koray,karay
14159,kordj,-1
14160,kordofan,-1
14161,korea,more
14162,korean,-1
14163,koreas,-1
14164,korilla,gorilla
14165,korpiklaani,-1
14166,kosad,-1
14167,kosan,woman
14168,koshi,-1
14169,koshin,tushin
14170,kosi,-1
14171,koslanda,-1
14172,kosovar,-1
14173,kosovo,kosoy
14174,kot,not
14175,kota,iota
14176,kotaddu,-1
14177,kote,-1
14178,kotex,-1
14179,koti,not
14180,kotkai,-1
14181,kotla,total
14182,kotly,hotly
14183,kotri,-1
14184,kou,you
14185,koufa,sofa
14186,kouloukoura,-1
14187,kounya,sonya
14188,kounye,-1
14189,koupla,couple
14190,koupo,-1
14191,kour,-1
14192,kouran,-1
14193,kousen,house
14194,koute,route
14195,kow,-1
14196,koy,-1
14197,koyna,-1
14198,koyo,koko
14199,koyvz,-1
14200,koz,-1
14201,kpendjal,-1
14202,kph,-1
14203,kpk,-1
14204,kpke,-1
14205,kpzm,-1
14206,kr,or
14207,kraals,-1
14208,krai,kari
14209,krasnodar,-1
14210,kratie,katie
14211,kratumban,-1
14212,kraze,graze
14213,krazii,brazil
14214,krcs,-1
14215,kremti,-1
14216,kreole,role
14217,krepsak,trepak
14218,kreson,-1
14219,kreyol,cresol
14220,krishna,krishna
14221,krishnan,krishna
14222,kristianto,-1
14223,kristinthorne,-1
14224,kriswa,drissa
14225,kro,-1
14226,kros,gros
14227,krt,art
14228,kru,ku
14229,kruet,-1
14230,krupayaa,-1
14231,krvf,-1
14232,krwao,-1
14233,krymsk,krems
14234,ksenqkjbthe,-1
14235,ksep,keep
14236,kshs,she
14237,ksl,-1
14238,ksr,-1
14239,ktbspa,-1
14240,ktccj,-1
14241,ktshy,-1
14242,ku,ku
14243,kuala,-1
14244,kuando,-1
14245,kuban,cuban
14246,kubango,-1
14247,kubehwo,-1
14248,kubi,-1
14249,kuch,-1
14250,kuchchh,-1
14251,kuchi,-1
14252,kuchies,-1
14253,kudams,adams
14254,kudi,-1
14255,kudos,-1
14256,kuduon,hudson
14257,kuhnhenn,-1
14258,kui,-1
14259,kuito,quite
14260,kuje,-1
14261,kukii,kikin
14262,kulmiye,-1
14263,kulob,-1
14264,kulyab,kolya
14265,kumar,-1
14266,kumaratunga,-1
14267,kun,-1
14268,kuna,-1
14269,kunar,sugar
14270,kunduz,undue
14271,kunene,knee
14272,kunjip,-1
14273,kunming,-1
14274,kuntoro,-1
14275,kuntropical,-1
14276,kurawa,-1
14277,kurbanov,-1
14278,kurchum,-1
14279,kurgan,kuragin
14280,kuripan,puritan
14281,kurma,-1
14282,kurmuk,murmur
14283,kurnool,burnol
14284,kursk,kursk
14285,kuruk,kursk
14286,kusaha,-1
14287,kush,-1
14288,kushwaha,-1
14289,kutacane,-1
14290,kutatonggal,-1
14291,kutch,dutch
14292,kutcha,dutch
14293,kuwait,wait
14294,kuyawage,-1
14295,kv,-1
14296,kva,va
14297,kvfemwfs,-1
14298,kw,-1
14299,kwa,-1
14300,kwadebouke,-1
14301,kwaebibrim,-1
14302,kwahu,-1
14303,kwanza,stanza
14304,kwapo,klapp
14305,kwashiorkor,-1
14306,kwazulu,-1
14307,kwesi,west
14308,kwgwmt,-1
14309,kwh,-1
14310,kwochi,-1
14311,kwow,know
14312,kwsb,-1
14313,kx,-1
14314,kxfr,fr
14315,kxioqajvi,-1
14316,kxqly,-1
14317,ky,by
14318,kyaiklat,-1
14319,kyaing,-1
14320,kyakuni,-1
14321,kyangin,-1
14322,kyaukphyu,-1
14323,kyaukpyu,-1
14324,kyaw,-1
14325,kyber,-1
14326,kyongson,-1
14327,kyoto,-1
14328,kyrgyz,-1
14329,kyrgyzstan,-1
14330,kyxjsandy,-1
14331,kyzyl,-1
14332,kzb,-1
14333,l,l
14334,la,la
14335,laager,larger
14336,laas,laws
14337,lab,lab
14338,labassigale,-1
14339,label,label
14340,labelaire,-1
14341,labelle,labelled
14342,labich,-1
14343,labodri,labor
14344,labon,labor
14345,labonte,-1
14346,labor,labor
14347,laboratories,laboratories
14348,laboratory,laboratory
14349,laborers,laborers
14350,laborious,laborious
14351,laboul,labour
14352,laboule,-1
14353,labour,labour
14354,labourers,labourers
14355,labrious,laborious
14356,labs,laws
14357,labutta,-1
14358,lace,lace
14359,laceelazoff,-1
14360,lacerations,laceration
14361,lachi,each
14362,lachomy,-1
14363,lack,lack
14364,lacoudre,-1
14365,lacoupe,-1
14366,lacrobat,-1
14367,lacrobate,-1
14368,lacs,laws
14369,lactate,lactate
14370,lactic,lactic
14371,lactose,lactate
14372,lacul,-1
14373,lacy,-1
14374,lad,lad
14375,ladder,ladder
14376,lade,-1
14377,ladies,ladies
14378,ladle,-1
14379,lado,-1
14380,ladsous,-1
14381,lady,lady
14382,ladytheater,-1
14383,lae,-1
14384,lafayette,lafayette
14385,lafen,laden
14386,laferone,-1
14387,lagdo,-1
14388,lage,-1
14389,laghari,-1
14390,laghman,-1
14391,lagi,-1
14392,lagonav,laguna
14393,lagonave,-1
14394,lagoons,-1
14395,lagos,-1
14396,lagrenade,grenade
14397,laguerre,guerre
14398,lahar,-1
14399,lahars,-1
14400,lahaul,lawful
14401,lahjar,lascar
14402,lahore,labor
14403,lai,-1
14404,laine,line
14405,laini,lain
14406,laitue,late
14407,lajan,-1
14408,lak,-1
14409,lakay,-1
14410,lake,lake
14411,lakes,lakes
14412,lakh,lake
14413,lakhdar,zakhar
14414,lakhi,-1
14415,lakhimpur,-1
14416,lakhra,pakhra
14417,lakhs,lakes
14418,lakil,-1
14419,lakkoup,-1
14420,lakoja,dakota
14421,lakolin,lanolin
14422,lakou,labor
14423,laksamana,-1
14424,laldenga,-1
14425,lalgarh,-1
14426,lalitpur,-1
14427,lalue,value
14428,lam,-1
14429,lama,lamp
14430,lamamra,-1
14431,lamanten,lamented
14432,lamantin,lamenting
14433,lamarre,-1
